route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
00302,01001,00302_01001_3021,四条河原町・百万遍・上終町,,1,00302_01001_3021,S_00302030,1,0
00302,01001,00302_01001_3026,四条河原町・百万遍・上終町,,1,003A0_01001_2883,S_00302010,1,0
00302,01001,00302_01001_3028,四条河原町・百万遍・上終町,,1,00302_01001_3028,S_00302030,1,0
00302,01001,00302_01001_3038,四条河原町・百万遍・上終町,,1,00302_01001_2850,S_00302010,1,0
003A0,01001,00302_01001_3040,京都外大,,1,00302_01001_3040,S_00302030,1,0
00302,01001,00302_01001_3047,四条河原町・百万遍・上終町,,1,00302_01001_3061,S_00302010,1,0
003A0,01001,00302_01001_3049,四条河原町・百万遍・北白川仕伏町,,1,00302_01001_3049,S_00302030,1,0
00302,01001,00302_01001_3050,四条河原町・百万遍・上終町,,1,003A0_01001_3154,S_00302010,1,0
00302,01001,00302_01001_3052,四条河原町・百万遍・上終町,,1,00302_01001_3052,S_00302030,1,0
00302,01001,00302_01001_3053,四条河原町・百万遍・上終町,,1,003A0_01001_2766,S_00302010,1,0
00302,01001,00302_01001_3055,四条河原町・百万遍・上終町,,1,00302_01001_3055,S_00302030,1,0
00302,01001,00302_01001_3059,四条河原町・百万遍・上終町,,1,00302_01001_3059,S_00302010,1,0
00302,01001,00302_01001_3061,四条河原町・百万遍・上終町,,1,00302_01001_3061,S_00302030,1,0
00302,01001,00302_01001_3064,四条河原町・百万遍・上終町,,1,00302_01001_3055,S_00302010,1,0
003A0,01001,00302_01001_3066,四条河原町・百万遍・北白川仕伏町,,1,00302_01001_3066,S_00302030,1,0
